word,pos,var,shaw,ipa,verdict,shaw_override,pos_override,var_override,ipa_override,source,status,confidence,notes
quagmire,VVI,RSSB,𐑒𐑢𐑪𐑜𐑥𐑲𐑼,kwɒɡmaɪər,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑒𐑢𐑨𐑜𐑥𐑲𐑼; SHIFTED via wiktionary
qualifications,NN1,RSSB,𐑒𐑢𐑪𐑤𐑦𐑓𐑦𐑒𐑱𐑖𐑩𐑯𐑟,ˌkwɒlɪfɪˈkeɪʃənz,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑒𐑢𐑪𐑤𐑦𐑓𐑦𐑒𐑱𐑖𐑩𐑯𐑟; agreed via wiktionary
qualified,VVI,GenAm,𐑒𐑢𐑪𐑤𐑦𐑓𐑲𐑛,ˈkwɒlɪfaɪd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑒𐑢𐑪𐑤𐑦𐑓𐑲𐑛; agreed via wiktionary"
qualified,VVI,GenAm,𐑒𐑢𐑪𐑤𐑩𐑓𐑲𐑛,ˈkwɒləfaɪd,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑒𐑢𐑪𐑤𐑦𐑓𐑲𐑛; SHIFTED via wiktionary"
qualify,NN1,GenAm,𐑒𐑢𐑪𐑤𐑦𐑓𐑲,ˈkwɒlɪfaɪ,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑒𐑢𐑪𐑤𐑦𐑓𐑲; agreed via wiktionary"
qualify,NN1,GenAm,𐑒𐑢𐑪𐑤𐑩𐑓𐑲,ˈkwɒləfaɪ,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=VVB,VVI; rl_shaw=𐑒𐑢𐑪𐑤𐑦𐑓𐑲; SHIFTED via wiktionary"
qualitative,NN1,RSSB,𐑒𐑢𐑪𐑤𐑦𐑑𐑩𐑑𐑦𐑝,ˈkwɒlɪtətɪv,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑒𐑢𐑪𐑤𐑦𐑑𐑩𐑑𐑦𐑝; agreed via wiktionary
qualitative,NN1,GenAm,𐑒𐑢𐑪𐑤𐑩𐑑𐑱𐑑𐑦𐑝,ˈkwɒləˌteɪtɪv,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=AJ0; rl_shaw=𐑒𐑢𐑪𐑤𐑦𐑑𐑩𐑑𐑦𐑝; SHIFTED via wiktionary
quality,AJ0,RSSB,𐑒𐑢𐑪𐑤𐑦𐑑𐑦,ˈkwɒlɪti,,,,,,pos-gap,pos-gap,70,rl_pos=NN1; rl_shaw=𐑒𐑢𐑪𐑤𐑦𐑑𐑦; agreed via wiktionary+wordnet
quality,AJ0,GenAm,𐑒𐑢𐑪𐑤𐑩𐑑𐑦,ˈkwɒləti,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑒𐑢𐑪𐑤𐑦𐑑𐑦; SHIFTED via wordnet
qualm,VVI,GenAm,𐑒𐑢𐑨𐑥,kwæm,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑒𐑢𐑭𐑥; SHIFTED via wiktionary
qualm,VVI,GenAm,𐑒𐑢𐑪𐑤𐑥,kwɒlm,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑒𐑢𐑭𐑥; SHIFTED via wiktionary
qualm,VVI,RSSB,𐑒𐑢𐑭𐑥,kwɑːm,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑒𐑢𐑭𐑥; agreed via wiktionary
qualm,VVI,RSSB,𐑒𐑢𐑷𐑥,kwɔːm,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑒𐑢𐑭𐑥; SHIFTED via wiktionary
quantities,NN1,RSSB,𐑒𐑢𐑪𐑯𐑑𐑦𐑑𐑦𐑟,ˈkwɒntɪtiz,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑒𐑢𐑪𐑯𐑑𐑦𐑑𐑦𐑟; agreed via wiktionary
quantum,AJ0,GenAm,𐑒𐑢𐑪𐑑𐑩𐑥,ˈkwɒtəm,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑒𐑢𐑪𐑯𐑑𐑩𐑥; SHIFTED via wiktionary
quantum,AJ0,GenAm,𐑒𐑢𐑪𐑯𐑑𐑩𐑥,ˈkwɒntəm,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑒𐑢𐑪𐑯𐑑𐑩𐑥; agreed via wiktionary
quarantine,NP0,RSSB,𐑒𐑢𐑪𐑮𐑩𐑯𐑑𐑰𐑯,kwɒrəntiːn,,,,,,pos-gap,pos-gap,35,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑒𐑢𐑪𐑮𐑩𐑯𐑑𐑰𐑯; agreed via wiktionary"
quarantine,NP0,RSSB,𐑒𐑢𐑪𐑮𐑩𐑯𐑑𐑲𐑯,kwɒrəntaɪn,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑒𐑢𐑪𐑮𐑩𐑯𐑑𐑰𐑯; SHIFTED via wiktionary"
quarantine,NP0,GenAm,𐑒𐑢𐑹𐑩𐑯𐑑𐑦𐑯,ˈkwɔːRəntin,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑒𐑢𐑪𐑮𐑩𐑯𐑑𐑰𐑯; SHIFTED via wiktionary"
quarantine,NP0,GenAm,𐑒𐑹𐑩𐑯𐑑𐑦𐑯,ˈkɔːRəntin,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑒𐑢𐑪𐑮𐑩𐑯𐑑𐑰𐑯; SHIFTED via wiktionary"
quart,AJ0,GenAm,𐑒𐑢𐑹𐑑,kwɔːRt,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑒𐑢𐑹𐑑; agreed via wiktionary
quart,AJ0,GenAm,𐑒𐑹𐑑,kɔːRt,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑒𐑢𐑹𐑑; SHIFTED via wiktionary
quart,AV0,GenAm,𐑒𐑢𐑹𐑑,kwɔːRt,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑒𐑢𐑹𐑑; agreed via wiktionary
quart,AV0,GenAm,𐑒𐑹𐑑,kɔːRt,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑒𐑢𐑹𐑑; SHIFTED via wiktionary
quart,VVI,GenAm,𐑒𐑢𐑹𐑑,kwɔːRt,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑒𐑢𐑹𐑑; agreed via wiktionary
quart,VVI,GenAm,𐑒𐑹𐑑,kɔːRt,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑒𐑢𐑹𐑑; SHIFTED via wiktionary
quarter,AJ0,GenAm,𐑒𐑢𐑹𐑑𐑼,ˈkwɔːRtəR,,,,,,pos-gap,pos-gap,50,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑒𐑢𐑹𐑑𐑼; agreed via wiktionary"
quartermaster,VVI,GenAm,𐑒𐑢𐑹𐑑𐑼𐑥𐑨𐑕𐑑𐑼,ˈkwɔːRtəRˌmæstəR,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑒𐑢𐑹𐑑𐑼𐑥𐑨𐑕𐑑𐑼/𐑒𐑢𐑹𐑑𐑼𐑥𐑭𐑕𐑑𐑼; agreed via wiktionary
quartermaster,VVI,RSSB,𐑒𐑢𐑹𐑑𐑼𐑮𐑥𐑭𐑕𐑑𐑼,kwɔːRtəRRmɑːstəR,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑒𐑢𐑹𐑑𐑼𐑥𐑨𐑕𐑑𐑼/𐑒𐑢𐑹𐑑𐑼𐑥𐑭𐑕𐑑𐑼; SHIFTED via wiktionary
quarters,NN1,GenAm,𐑒𐑢𐑹𐑑𐑼𐑟,kwɔːRtəRz,,,,,,pos-gap,pos-gap,50,"rl_pos=NN2,VVZ; rl_shaw=𐑒𐑢𐑹𐑑𐑼𐑟; agreed via wiktionary+wordnet"
quarters,NN1,GenAm,𐑒𐑹𐑑𐑼𐑟,ˈkɔːRtəRz,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=NN2,VVZ; rl_shaw=𐑒𐑢𐑹𐑑𐑼𐑟; SHIFTED via wiktionary"
quarters,VVI,RSSB,𐑒𐑢𐑹𐑑𐑼𐑟,kwɔːRtəRz,,,,,,pos-gap,pos-gap,15,"rl_pos=NN2,VVZ; rl_shaw=𐑒𐑢𐑹𐑑𐑼𐑟; agreed via wiktionary"
quarters,VVI,GenAm,𐑒𐑹𐑑𐑼𐑟,ˈkɔːRtəRz,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=NN2,VVZ; rl_shaw=𐑒𐑢𐑹𐑑𐑼𐑟; SHIFTED via wiktionary"
quay,VVI,GenAm,𐑒𐑢𐑱,kweɪ,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑒𐑰; SHIFTED via wiktionary
quay,VVI,GenAm,𐑒𐑰,kiː,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑒𐑰; agreed via wiktionary
quay,VVI,GenAm,𐑒𐑱,keɪ,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑒𐑰; SHIFTED via wiktionary
quays,NN1,GenAm,𐑒𐑢𐑱𐑟,kweɪz,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=NN2; rl_shaw=𐑒𐑰𐑟; SHIFTED via wiktionary
quays,NN1,GenAm,𐑒𐑰𐑟,kiːz,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑒𐑰𐑟; agreed via wiktionary
quays,NN1,GenAm,𐑒𐑱𐑟,keɪz,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=NN2; rl_shaw=𐑒𐑰𐑟; SHIFTED via wiktionary
queer,AV0,GenAm,𐑒𐑢𐑦𐑮,kwɪr,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=AJ0,NN1,VVB,VVI; rl_shaw=𐑒𐑢𐑽; SHIFTED via wiktionary"
queer,AV0,RSSB,𐑒𐑢𐑽,kwɪəR,,,,,,pos-gap,pos-gap,50,"rl_pos=AJ0,NN1,VVB,VVI; rl_shaw=𐑒𐑢𐑽; agreed via wiktionary"
queerest,AJ0,GenAm,𐑒𐑢𐑦𐑮𐑩𐑕𐑑,ˈkwɪrəst,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=AJS; rl_shaw=𐑒𐑢𐑽𐑩𐑕𐑑; SHIFTED via wiktionary
queerest,AJ0,RSSB,𐑒𐑢𐑽𐑩𐑕𐑑,kwɪərəst,,,,,,pos-gap,pos-gap,25,rl_pos=AJS; rl_shaw=𐑒𐑢𐑽𐑩𐑕𐑑; agreed via wiktionary
quenching,NN1,RSSB,𐑒𐑢𐑧𐑯𐑗𐑦𐑙,ˈkwentʃɪŋ,,,,,,pos-gap,pos-gap,50,"rl_pos=AJ0,VVG; rl_shaw=𐑒𐑢𐑧𐑯𐑗𐑦𐑙; agreed via wordnet"
quern,VVI,RSSB,𐑒𐑢𐑻𐑯,kwɜːRn,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑒𐑢𐑻𐑯; agreed via wiktionary
questionnaire,VVI,RSSB,𐑒𐑢𐑧𐑕𐑑𐑘𐑩𐑯𐑺,kwestjəneəR,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑒𐑢𐑧𐑕𐑗𐑩𐑯𐑺; SHIFTED via wiktionary
questionnaire,VVI,GenAm,𐑒𐑢𐑧𐑕𐑗𐑩𐑯𐑧𐑮,ˌkwestʃəˈner,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑒𐑢𐑧𐑕𐑗𐑩𐑯𐑺; SHIFTED via wiktionary
questionnaire,VVI,RSSB,𐑒𐑢𐑧𐑕𐑗𐑩𐑯𐑺,kwestʃəneəR,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑒𐑢𐑧𐑕𐑗𐑩𐑯𐑺; agreed via wiktionary
quicker,AJ0,RSSB,𐑒𐑢𐑦𐑒𐑼,kwɪkəR,,,,,,pos-gap,pos-gap,50,"rl_pos=AJC,AV0; rl_shaw=𐑒𐑢𐑦𐑒𐑼; agreed via wiktionary"
quicksilver,AJ0,GenAm,𐑒𐑢𐑦𐑒𐑕𐑦𐑤𐑝𐑼,ˈkwɪkˌsɪlvəR,,,,,,pos-gap,pos-gap,70,rl_pos=NN1; rl_shaw=𐑒𐑢𐑦𐑒𐑕𐑦𐑤𐑝𐑼; agreed via wiktionary+wordnet
quicksilver,VVI,GenAm,𐑒𐑢𐑦𐑒𐑕𐑦𐑤𐑝𐑼,ˈkwɪkˌsɪlvəR,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑒𐑢𐑦𐑒𐑕𐑦𐑤𐑝𐑼; agreed via wiktionary
quieter,AJ0,GenAm,𐑒𐑢𐑲𐑦𐑑𐑼,ˈkwaɪɪtəR,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=AJC; rl_shaw=𐑒𐑢𐑲𐑩𐑑𐑼; SHIFTED via wiktionary
quieter,AJ0,GenAm,𐑒𐑢𐑲𐑩𐑑𐑼,ˈkwaɪətəR,,,,,,pos-gap,pos-gap,25,rl_pos=AJC; rl_shaw=𐑒𐑢𐑲𐑩𐑑𐑼; agreed via wiktionary
quieter,NN1,GenAm,𐑒𐑢𐑲𐑦𐑑𐑼,ˈkwaɪɪtəR,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=AJC; rl_shaw=𐑒𐑢𐑲𐑩𐑑𐑼; SHIFTED via wiktionary
quieter,NN1,GenAm,𐑒𐑢𐑲𐑩𐑑𐑼,ˈkwaɪətəR,,,,,,pos-gap,pos-gap,35,rl_pos=AJC; rl_shaw=𐑒𐑢𐑲𐑩𐑑𐑼; agreed via wiktionary
quinine,VVI,RSSB,𐑒𐑢𐑦𐑯𐑰𐑯,ˈkwɪniːn,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑒𐑢𐑦𐑯𐑰𐑯; agreed via wiktionary
quinine,VVI,GenAm,𐑒𐑢𐑦𐑯𐑲𐑯,ˈkwɪnaɪn,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑒𐑢𐑦𐑯𐑰𐑯; SHIFTED via wiktionary
quinine,VVI,GenAm,𐑒𐑢𐑲𐑯𐑲𐑯,ˈkwaɪnaɪn,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑒𐑢𐑦𐑯𐑰𐑯; SHIFTED via wiktionary
quire,VVI,RSSB,𐑒𐑢𐑲𐑼,kwaɪər,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑒𐑢𐑲𐑼; agreed via wiktionary
quirk,VVI,GenAm,𐑒𐑢𐑻𐑒,kwɜːRk,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑒𐑢𐑻𐑒; agreed via wiktionary+wordnet
quitter,VVI,RSSB,𐑒𐑢𐑦𐑑𐑼,kwɪtəR,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑒𐑢𐑦𐑑𐑼; agreed via wiktionary
quiver,AJ0,GenAm,𐑒𐑢𐑦𐑝𐑼,ˈkwɪvəR,,,,,,pos-gap,pos-gap,50,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑒𐑢𐑦𐑝𐑼; agreed via wiktionary"
quivered,AJ0,GenAm,𐑒𐑢𐑦𐑝𐑼𐑛,ˈkwɪvəRd,,,,,,pos-gap,pos-gap,45,"rl_pos=VVD,VVN; rl_shaw=𐑒𐑢𐑦𐑝𐑼𐑛; agreed via wiktionary"
quivered,VVI,GenAm,𐑒𐑢𐑦𐑝𐑼𐑛,ˈkwɪvəRd,,,,,,pos-gap,pos-gap,15,"rl_pos=VVD,VVN; rl_shaw=𐑒𐑢𐑦𐑝𐑼𐑛; agreed via wiktionary"
quivering,NN1,RSSB,𐑒𐑢𐑦𐑝𐑼𐑦𐑙,kwɪvərɪŋ,,,,,,pos-gap,pos-gap,50,"rl_pos=AJ0,VVG; rl_shaw=𐑒𐑢𐑦𐑝𐑼𐑦𐑙; agreed via wordnet"
quixotic,NN1,GenAm,𐑒𐑢𐑦𐑒𐑕𐑪𐑑𐑦𐑒,kwɪkˈsɒtɪk,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑒𐑢𐑦𐑒𐑕𐑪𐑑𐑦𐑒; agreed via wiktionary
quixotic,NN1,GenAm,𐑒𐑢𐑦𐑜𐑟𐑪𐑑𐑦𐑒,kwɪɡˈzɒtɪk,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=AJ0; rl_shaw=𐑒𐑢𐑦𐑒𐑕𐑪𐑑𐑦𐑒; SHIFTED via wiktionary
quixotic,NN1,GenAm,𐑒𐑰𐑟𐑪𐑑𐑦𐑒,kiːˈzɒtɪk,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=AJ0; rl_shaw=𐑒𐑢𐑦𐑒𐑕𐑪𐑑𐑦𐑒; SHIFTED via wiktionary
quizzes,NN1,GenAm,𐑒𐑢𐑦𐑟𐑩𐑟,ˈkwɪzƏz,,,,,,pos-gap,pos-gap,35,rl_pos=VVZ; rl_shaw=𐑒𐑢𐑦𐑟𐑩𐑟; agreed via wiktionary
quizzes,VVI,GenAm,𐑒𐑢𐑦𐑟𐑩𐑟,ˈkwɪzƏz,,,,,,pos-gap,pos-gap,15,rl_pos=VVZ; rl_shaw=𐑒𐑢𐑦𐑟𐑩𐑟; agreed via wiktionary
quod,VVI,RSSB,𐑒𐑢𐑪𐑛,kwɒd,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑒𐑢𐑪𐑛; agreed via wiktionary
quoit,VVI,GenAm,𐑒𐑢𐑶𐑑,kwɔɪt,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑒𐑶𐑑; SHIFTED via wiktionary
quoit,VVI,GenAm,𐑒𐑶𐑑,kɔɪt,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑒𐑶𐑑; agreed via wiktionary
quoits,NN1,GenAm,𐑒𐑢𐑶𐑑𐑕,kwɔɪts,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=NN2; rl_shaw=𐑒𐑶𐑑𐑕; SHIFTED via wiktionary
quoits,NN1,GenAm,𐑒𐑶𐑑𐑕,kɔɪts,,,,,,pos-gap,pos-gap,50,rl_pos=NN2; rl_shaw=𐑒𐑶𐑑𐑕; agreed via wiktionary+wordnet
quorums,NN1,GenAm,𐑒𐑢𐑹𐑩𐑥𐑟,ˈkwɔːrəmz,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑒𐑢𐑹𐑩𐑥𐑟; agreed via wiktionary
quote,ITJ,RSSB,𐑒𐑢𐑩𐑢𐑑,kwəwt,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑒𐑢𐑴𐑑; SHIFTED via wiktionary"
quote,ITJ,GenAm,𐑒𐑢𐑴𐑑,kwoʊt,,,,,,pos-gap,pos-gap,35,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑒𐑢𐑴𐑑; agreed via wiktionary"
quoted,VVI,GenAm,𐑒𐑢𐑴𐑑𐑩𐑛,ˈkwoʊtƏd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑒𐑢𐑴𐑑𐑩𐑛; agreed via wiktionary"
quoth,VVI,GenAm,𐑒𐑢𐑴𐑔,kwoʊθ,,,,,,pos-gap,pos-gap,15,rl_pos=VVD; rl_shaw=𐑒𐑢𐑴𐑔; agreed via wiktionary
quotidian,NN1,GenAm,𐑒𐑢𐑴𐑑𐑦𐑛𐑾𐑯,kwoʊˈtɪdiən,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑒𐑢𐑴𐑑𐑦𐑛𐑾𐑯; agreed via wiktionary
quotient,VVI,GenAm,𐑒𐑢𐑴𐑖𐑩𐑯𐑑,ˈkwoʊʃənt,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑒𐑢𐑴𐑖𐑩𐑯𐑑; agreed via wiktionary
R,CRD,GenAm,𐑸,ɑːR,,,,,,pos-gap,pos-gap,35,rl_pos=ZZ0; rl_shaw=𐑸; agreed via wiktionary
R,UNC,GenAm,𐑸,ɑːR,,,,,,pos-gap,pos-gap,35,rl_pos=ZZ0; rl_shaw=𐑸; agreed via wiktionary
raconteur,VVI,GenAm,𐑮𐑨𐑒𐑪𐑯𐑑𐑻,ˌrækɒnˈtɜːR,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑮𐑨𐑒𐑪𐑯𐑑𐑻; agreed via wiktionary
raconteur,VVI,RSSB,𐑮𐑨𐑒𐑪𐑯𐑑𐑼,rækɒntəRː,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑮𐑨𐑒𐑪𐑯𐑑𐑻; SHIFTED via wiktionary
raconteur,VVI,RSSB,𐑮𐑨𐑒𐑷𐑯𐑑𐑼,rækɔntəRː,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑮𐑨𐑒𐑪𐑯𐑑𐑻; SHIFTED via wiktionary
radar,VVI,GenAm,𐑮𐑱𐑛𐑸,ˈreɪˌdɑːR,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑮𐑱𐑛𐑸; agreed via wiktionary
radio,VVI,GenAm,𐑮𐑱𐑛𐑦𐑴,ˈreɪdiˌoʊ,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑮𐑱𐑛𐑦𐑴; agreed via wiktionary+wordnet
radio,VVI,RSSB,𐑮𐑱𐑛𐑾𐑫,ˈreɪdiˌəʊ,,,,,,pos-gap,pos-gap-shifted,55,rl_pos=NN1; rl_shaw=𐑮𐑱𐑛𐑦𐑴; SHIFTED via wiktionary+wordnet
radioactive,NN1,GenAm,𐑮𐑱𐑛𐑦𐑴𐑨𐑒𐑑𐑦𐑝,ˌreɪdioʊˈæktɪv,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑮𐑱𐑛𐑦𐑴𐑨𐑒𐑑𐑦𐑝; agreed via wiktionary
radioactive,NN1,RSSB,𐑮𐑱𐑛𐑾𐑫𐑨𐑒𐑑𐑦𐑝,ˌreɪdiəʊˈaktɪv,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=AJ0; rl_shaw=𐑮𐑱𐑛𐑦𐑴𐑨𐑒𐑑𐑦𐑝; SHIFTED via wiktionary
radium,VVI,GenAm,𐑮𐑱𐑛𐑾𐑥,ˈreɪdiəm,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑮𐑱𐑛𐑾𐑥; agreed via wiktionary
rafter,VVI,GenAm,𐑮𐑨𐑓𐑑𐑼,ˈræftər,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑮𐑨𐑓𐑑𐑼/𐑮𐑭𐑓𐑑𐑼; agreed via wiktionary+wordnet
rafter,VVI,RSSB,𐑮𐑭𐑓𐑑𐑼,rɑːftəR,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑮𐑨𐑓𐑑𐑼/𐑮𐑭𐑓𐑑𐑼; agreed via wiktionary+wordnet
rafting,VVI,GenAm,𐑮𐑨𐑓𐑑𐑦𐑙,ˈræftɪŋ,,,,,,pos-gap,pos-gap,15,"rl_pos=NN1,VVG; rl_shaw=𐑮𐑨𐑓𐑑𐑦𐑙/𐑮𐑭𐑓𐑑𐑦𐑙; agreed via wiktionary"
rafting,VVI,RSSB,𐑮𐑭𐑓𐑑𐑦𐑙,rɑːftɪŋ,,,,,,pos-gap,pos-gap,15,"rl_pos=NN1,VVG; rl_shaw=𐑮𐑨𐑓𐑑𐑦𐑙/𐑮𐑭𐑓𐑑𐑦𐑙; agreed via wiktionary"
ragtime,VVI,GenAm,𐑮𐑨𐑜𐑑𐑲𐑥,ˈræɡˌtaɪm,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑮𐑨𐑜𐑑𐑲𐑥; agreed via wiktionary
rainbow,AJ0,GenAm,𐑮𐑱𐑥𐑚𐑴,ˈreɪmboʊ,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑮𐑱𐑯𐑚𐑴; SHIFTED via wiktionary
rainbow,AJ0,RSSB,𐑮𐑱𐑯𐑚𐑴,ˈreɪnbəʊ,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑮𐑱𐑯𐑚𐑴; agreed via wiktionary
rainbow,VVI,GenAm,𐑮𐑱𐑥𐑚𐑴,ˈreɪmboʊ,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑮𐑱𐑯𐑚𐑴; SHIFTED via wiktionary
rainbow,VVI,RSSB,𐑮𐑱𐑯𐑚𐑴,ˈreɪnbəʊ,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑮𐑱𐑯𐑚𐑴; agreed via wiktionary
Raj,NP0,GenAm,𐑮𐑪𐑡,rɒdʒ,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=NN1; rl_shaw=𐑮𐑭𐑡; SHIFTED via wiktionary
Raj,NP0,RSSB,𐑮𐑭𐑠,rɑːʒ,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=NN1; rl_shaw=𐑮𐑭𐑡; SHIFTED via wiktionary
Raj,NP0,RSSB,𐑮𐑭𐑡,rɑːdʒ,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑮𐑭𐑡; agreed via wiktionary
ranger,VVI,GenAm,𐑮𐑱𐑯𐑡𐑼,ˈreɪndʒəR,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑮𐑱𐑯𐑡𐑼; agreed via wiktionary
ranker,AJ0,GenAm,𐑮𐑨𐑙𐑒𐑼,ˈræŋkəR,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑮𐑨𐑙𐑒𐑼; agreed via wiktionary
ranking,AJ0,GenAm,𐑮𐑨𐑙𐑒𐑦𐑙,ˈræŋkɪŋ,,,,,,pos-gap,pos-gap,50,"rl_pos=NN1,VVG; rl_shaw=𐑮𐑨𐑙𐑒𐑦𐑙; agreed via wiktionary"
ranking,AJ0,RSSB,𐑮𐑨𐑯𐑒𐑦𐑙,ˈrænkɪŋ,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=NN1,VVG; rl_shaw=𐑮𐑨𐑙𐑒𐑦𐑙; SHIFTED via wiktionary"
