word,pos,var,shaw,ipa,verdict,shaw_override,pos_override,var_override,ipa_override,source,status,confidence,notes
phycologist,NN1,CotCaught,𐑓𐑲𐑒𐑷𐑤𐑩𐑡𐑦𐑕𐑑,faɪˈkɒlədʒist,,,,,,wiktionary,new,89,cot-caught variant of GenAm 𐑓𐑲𐑒𐑪𐑤𐑩𐑡𐑦𐑕𐑑
phycologist,NN1,RRP,𐑓𐑲𐑒𐑪𐑤𐑩𐑡𐑦𐑕𐑑,faɪˈkɒlədʒɪst,,,,,,wiktionary,new,89,shave_says:𐑓𐑦𐑒𐑴𐑤𐑪𐑜𐑦𐑕𐑑
phycology,NN1,CotCaught,𐑓𐑲𐑒𐑷𐑤𐑩𐑡𐑦,faɪˈkɒlədʒi,,,,,,wiktionary,new,89,cot-caught variant of GenAm 𐑓𐑲𐑒𐑪𐑤𐑩𐑡𐑦
phycology,NN1,RRP,𐑓𐑲𐑒𐑪𐑤𐑩𐑡𐑦,faɪˈkɒlədʒɪ,,,,,,wiktionary,new,89,shave_says:𐑓𐑦𐑒𐑴𐑤𐑪𐑜𐑦
phycomycetous,AJ0,RSSB,𐑓𐑳𐑦𐑒𐑴𐑥𐑳𐑦𐑕𐑰𐑑𐑩𐑕,ˌfʌɪkəʊmʌɪˈsiːtəs,,,,,,wiktionary,new,89,shave_says:𐑓𐑦𐑒𐑳𐑥𐑦𐑕𐑰𐑖𐑩𐑕
phylacter,NN1,GenAm,𐑓𐑩𐑤𐑨𐑒𐑑𐑼,fəˈlæktər,,,,,,wiktionary,new,89,shave_says:𐑓𐑦𐑤𐑨𐑒𐑑𐑼
phylacter,NN1,RSSB,𐑓𐑦𐑤𐑨𐑒𐑑𐑼,fɪlæktəR,,,,,,wiktionary,new,97,shave_agrees
phylactery,NN1,GenAm,𐑓𐑩𐑤𐑨𐑒𐑑𐑼𐑦,fəˈlæktəri,,,,,,wiktionary,new,89,shave_says:𐑓𐑦𐑤𐑨𐑒𐑑𐑼𐑦
phylactery,NN1,GenAm,𐑓𐑩𐑤𐑨𐑒𐑑𐑮𐑦,fəˈlæktri,,,,,,wiktionary,new,89,shave_says:𐑓𐑦𐑤𐑨𐑒𐑑𐑼𐑦
phylactery,NN1,RSSB,𐑓𐑦𐑤𐑨𐑒𐑑𐑼𐑦,fɪlæktəri,,,,,,wordnet,new,97,shave_agrees
phylactery,NN1,RSSB,𐑓𐑦𐑤𐑨𐑒𐑑𐑼𐑦,fɪlæktəri,,,,,,wiktionary,new,97,shave_agrees
phylactery,NN1,RSSB,𐑓𐑦𐑤𐑨𐑒𐑑𐑮𐑦,fɪˈlæktri,,,,,,wiktionary,new,89,shave_says:𐑓𐑦𐑤𐑨𐑒𐑑𐑼𐑦
phylarch,NN1,RRP,𐑓𐑲𐑤𐑸𐑒,faɪlɑːRk,,,,,,wiktionary,new,97,shave_agrees
phylaxis,NN1,GenAm,𐑓𐑩𐑤𐑨𐑒𐑕𐑦𐑕,fəˈlæksɪs,,,,,,wiktionary,new,89,shave_says:𐑓𐑲𐑤𐑨𐑒𐑕𐑦𐑕
phylaxis,NN1,RSSB,𐑓𐑦𐑤𐑨𐑒𐑕𐑦𐑕,fɪˈlæksɪs,,,,,,wiktionary,new,89,shave_says:𐑓𐑲𐑤𐑨𐑒𐑕𐑦𐑕
phyllo,NN1,RRP,𐑓𐑲𐑤𐑴,ˈfaɪləʊ,,,,,,wiktionary,new,97,shave_agrees
phyllo,NN1,RRP,𐑓𐑰𐑤𐑴,ˈfiːloʊ,,,,,,wiktionary+wordnet,new,89,shave_says:𐑓𐑲𐑤𐑴
phylloxera,NN1,GenAm,𐑓𐑦𐑤𐑭𐑒𐑕𐑼,fɪˈlɑːksəR,,,,,,wiktionary,new,89,shave_says:𐑓𐑦𐑤𐑴𐑟𐑽𐑩
phylloxera,NN1,RSSB,𐑓𐑦𐑤𐑪𐑒𐑕𐑼𐑩,fɪlɒksərə,,,,,,wordnet,new,89,shave_says:𐑓𐑦𐑤𐑴𐑟𐑽𐑩
phylloxera,NN1,RSSB,𐑓𐑦𐑤𐑪𐑒𐑕𐑼𐑩,fɪlɒksərə,,,,,,wiktionary,new,89,shave_says:𐑓𐑦𐑤𐑴𐑟𐑽𐑩
phylogenetic,AJ0,GenAm,𐑓𐑲𐑤𐑴𐑡𐑩𐑯𐑧𐑑𐑦𐑒,ˌfaɪloʊdʒəˈnetɪk,,,,,,wiktionary,new,97,shave_agrees
phylogeny,NN1,CotCaught,𐑓𐑲𐑤𐑷𐑡𐑩𐑯𐑦,faɪˈlɒdʒəni,,,,,,wordnet,new,97,cot-caught variant of GenAm 𐑓𐑲𐑤𐑪𐑡𐑩𐑯𐑦
phylogeny,NN1,CotCaught,𐑓𐑲𐑤𐑷𐑡𐑩𐑯𐑦,faɪˈlɒdʒəni,,,,,,wiktionary,new,97,cot-caught variant of GenAm 𐑓𐑲𐑤𐑪𐑡𐑩𐑯𐑦
phylogeny,NN1,RRP,𐑓𐑲𐑤𐑪𐑡𐑩𐑯𐑦,faɪˈlɒdʒəni,,,,,,wiktionary+wordnet,new,97,shave_agrees
physalis,NN1,RSSB,𐑓𐑦𐑕𐑩𐑤𐑦𐑕,ˈfɪsəlɪs,,,,,,wordnet,new,89,shave_says:𐑓𐑦𐑟𐑨𐑤𐑦𐑕
physician,NN1,GenAm,𐑓𐑩𐑟𐑦𐑖𐑩𐑯,fəˈzɪʃən,,,,,,wiktionary,supplement,89,shave_says:𐑓𐑦𐑟𐑦𐑖𐑩𐑯
physico-mental,AJ0,RSSB,𐑓𐑦𐑟𐑦𐑒𐑴𐑥𐑧𐑯𐑑𐑩𐑤,ˌfɪzɪkəʊˈmentəl,,,,,,wiktionary,new,89,shave_says:𐑓𐑦𐑟𐑦𐑒𐑴-𐑥𐑧𐑯𐑑𐑩𐑤
physiocrat,NN1,RSSB,𐑓𐑦𐑟𐑾𐑒𐑮𐑨𐑑,fɪzɪəkrat,,,,,,wiktionary,new,89,shave_says:𐑓𐑦𐑟𐑦𐑴𐑒𐑮𐑨𐑑
physiognomy,NN1,CotCaught,𐑓𐑦𐑟𐑦𐑷𐑜𐑯𐑩𐑥𐑦,fɪziˈɒɡnəmi,,,,,,wiktionary,supplement,89,cot-caught variant of GenAm 𐑓𐑦𐑟𐑦𐑪𐑜𐑯𐑩𐑥𐑦
physiognomy,NN1,RRP,𐑓𐑦𐑟𐑦𐑪𐑜𐑯𐑩𐑥𐑦,fɪziˈɒɡnəmi,,,,,,wiktionary,supplement,89,shave_says:𐑓𐑦𐑟𐑦𐑪𐑯𐑩𐑥𐑦
physostigmine,NN1,GenAm,𐑓𐑲𐑕𐑩𐑕𐑑𐑦𐑜𐑥𐑦𐑯,ˌfaɪsəˈstɪɡˌmin,,,,,,wordnet,new,89,shave_says:𐑓𐑦𐑟𐑪𐑕𐑑𐑦𐑜𐑥𐑲𐑯
physostigmine,NN1,GenAm,𐑓𐑲𐑕𐑩𐑕𐑑𐑦𐑜𐑥𐑦𐑯,ˌfaɪsəˈstɪɡˌmin,,,,,,wiktionary,new,89,shave_says:𐑓𐑦𐑟𐑪𐑕𐑑𐑦𐑜𐑥𐑲𐑯
physostigmine,NN1,RSSB,𐑓𐑳𐑦𐑕𐑴𐑕𐑑𐑦𐑜𐑥𐑰𐑯,ˌfʌɪsəʊˈstɪɡmiːn,,,,,,wordnet,new,89,shave_says:𐑓𐑦𐑟𐑪𐑕𐑑𐑦𐑜𐑥𐑲𐑯
physostigmine,NN1,RSSB,𐑓𐑳𐑦𐑕𐑴𐑕𐑑𐑦𐑜𐑥𐑰𐑯,ˌfʌɪsəʊˈstɪɡmiːn,,,,,,wiktionary,new,89,shave_says:𐑓𐑦𐑟𐑪𐑕𐑑𐑦𐑜𐑥𐑲𐑯
phytoestrogen,NN1,GenAm,𐑓𐑲𐑑𐑴𐑧𐑕𐑑𐑮𐑩𐑡𐑩𐑯,ˌfaɪtoʊˈestrədʒən,,,,,,wiktionary,new,97,shave_agrees
phytoestrogen,NN1,RSSB,𐑓𐑲𐑑𐑴𐑰𐑕𐑑𐑮𐑩𐑡𐑩𐑯,faɪtəʊiːstrədʒən,,,,,,wiktionary,new,97,shave_agrees
phytoglyphic,AJ0,GenAm,𐑓𐑲𐑑𐑩𐑜𐑤𐑦𐑓𐑦𐑒,ˌfaɪtəˈɡlɪfɪk,,,,,,wiktionary,new,89,shave_says:𐑓𐑲𐑑𐑴𐑜𐑤𐑦𐑓𐑦𐑒
phytoglyphic,AJ0,RSSB,𐑓𐑲𐑑𐑴𐑜𐑤𐑦𐑓𐑦𐑒,ˌfaɪtəʊˈɡlɪfɪk,,,,,,wiktionary,new,97,shave_agrees
phytomenadione,NN1,GenAm,𐑓𐑲𐑑𐑴𐑥𐑧𐑯𐑩𐑛𐑲𐑴𐑯,ˌfaɪtoʊˌmenəˈdaɪˌoʊn,,,,,,wiktionary,new,89,shave_says:𐑓𐑲𐑑𐑴𐑥𐑧𐑯𐑱𐑛𐑦𐑢𐑳𐑯
phytomining,NN1,RRP,𐑓𐑲𐑑𐑴𐑥𐑲𐑯𐑦𐑙,ˈfaɪtəʊˌmaɪnɪŋ,,,,,,wiktionary,new,97,shave_agrees
phytonadione,NN1,GenAm,𐑓𐑲𐑑𐑴𐑯𐑩𐑛𐑲𐑴𐑯,ˌfaɪtoʊnəˈdaɪˌoʊn,,,,,,wordnet,new,89,shave_says:𐑓𐑲𐑑𐑴𐑯𐑭𐑛𐑦𐑢𐑳𐑯
phytonadione,NN1,GenAm,𐑓𐑲𐑑𐑴𐑯𐑩𐑛𐑲𐑴𐑯,ˌfaɪtoʊnəˈdaɪˌoʊn,,,,,,wiktionary,new,89,shave_says:𐑓𐑲𐑑𐑴𐑯𐑭𐑛𐑦𐑢𐑳𐑯
phytoplankton,NN1,RRP,𐑓𐑲𐑑𐑴𐑐𐑤𐑨𐑙𐑒𐑑𐑩𐑯,ˌfaɪtəʊˈplæŋktən,,,,,,wiktionary,new,97,shave_agrees
phytoplankton,NN1,RRP,𐑓𐑲𐑑𐑩𐑐𐑤𐑨𐑙𐑒𐑑𐑩𐑯,ˌfaɪtəˈplæŋktən,,,,,,wiktionary,new,89,shave_says:𐑓𐑲𐑑𐑴𐑐𐑤𐑨𐑙𐑒𐑑𐑩𐑯
phytotron,NN1,CotCaught,𐑓𐑲𐑑𐑩𐑑𐑮𐑷𐑯,ˈfaɪtəˌtrɒn,,,,,,wiktionary,new,89,cot-caught variant of GenAm 𐑓𐑲𐑑𐑩𐑑𐑮𐑪𐑯
phytotron,NN1,GenAm,𐑓𐑲𐑑𐑩𐑑𐑮𐑪𐑯,ˈfaɪtəˌtrɒn,,,,,,wiktionary,new,89,shave_says:𐑓𐑲𐑑𐑴𐑑𐑮𐑪𐑯
phytotron,NN1,RSSB,𐑓𐑲𐑑𐑴𐑑𐑮𐑪𐑯,ˈfaɪtəʊˌtrɒn,,,,,,wiktionary,new,97,shave_agrees
pi-jaw,NN1,RSSB,𐑐𐑲𐑡𐑷,ˈpaɪdʒɔː,,,,,,wiktionary,new,89,shave_says:𐑐𐑲-𐑡𐑷
Pianguan,NP0,CotCaught,𐑐𐑾𐑯𐑜𐑢𐑷𐑯,piənˈɡwɒn,,,,,,wiktionary,new,89,cot-caught variant of GenAm 𐑐𐑾𐑯𐑜𐑢𐑪𐑯
Pianguan,NP0,CotCaught,𐑐𐑦𐑘𐑩𐑯𐑜𐑢𐑷𐑯,pijənˈɡwɒn,,,,,,wiktionary,new,89,cot-caught variant of GenAm 𐑐𐑦𐑘𐑩𐑯𐑜𐑢𐑪𐑯
Pianguan,NP0,GenAm,𐑐𐑾𐑯𐑜𐑢𐑪𐑯,piənˈɡwɒn,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑖𐑩𐑯𐑼𐑦
Pianguan,NP0,GenAm,𐑐𐑦𐑘𐑩𐑯𐑜𐑢𐑪𐑯,pijənˈɡwɒn,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑖𐑩𐑯𐑼𐑦
pianissimo,AV0,RRP,𐑐𐑾𐑯𐑦𐑕𐑦𐑥𐑴,ˌpiəˈnɪsɪməʊ,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑘𐑨𐑯𐑦𐑕𐑦𐑥𐑴
pianissimo,AV0,RRP,𐑐𐑾𐑯𐑦𐑕𐑩𐑥𐑴,ˌpiəˈnɪsəməʊ,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑘𐑨𐑯𐑦𐑕𐑦𐑥𐑴
pianissimo,NN1,RRP,𐑐𐑾𐑯𐑦𐑕𐑦𐑥𐑴,ˌpiəˈnɪsɪməʊ,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑘𐑨𐑯𐑦𐑕𐑦𐑥𐑴
pianissimo,NN1,RRP,𐑐𐑾𐑯𐑦𐑕𐑩𐑥𐑴,ˌpiəˈnɪsəməʊ,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑘𐑨𐑯𐑦𐑕𐑦𐑥𐑴
pianist,NN1,GenAm,𐑐𐑦𐑨𐑯𐑦𐑕𐑑,piˈænɪst,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑾𐑯𐑦𐑕𐑑
pianny,NN1,RRP,𐑐𐑦𐑨𐑯𐑦,piˈani,,,,,,wiktionary,new,89,shave_says:𐑐𐑲𐑩𐑯𐑦
pianny,NN1,RRP,𐑐𐑲𐑨𐑯𐑦,paɪˈani,,,,,,wiktionary,new,89,shave_says:𐑐𐑲𐑩𐑯𐑦
pianny forty,NN1,RRP,𐑐𐑦𐑨𐑯𐑦 𐑓𐑹𐑑𐑦,piˈani fɔːRti,,,,,,wiktionary,new,89,shave_says:𐑐𐑲𐑩𐑯𐑦 𐑓𐑹𐑑𐑦
piano,AJ0,CotCaught,𐑐𐑦𐑷𐑯𐑴,piˈɒnoʊ,,,,,,wiktionary,supplement,89,cot-caught variant of GenAm 𐑐𐑦𐑪𐑯𐑴
piano,AJ0,GenAm,𐑐𐑦𐑪𐑯𐑴,piˈɒnoʊ,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑦𐑨𐑯𐑴
piano,AJ0,RSSB,𐑐𐑦𐑭𐑯𐑴,piˈɑːnəʊ,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑦𐑨𐑯𐑴
piano,AV0,CotCaught,𐑐𐑦𐑷𐑯𐑴,piˈɒnoʊ,,,,,,wiktionary,supplement,89,cot-caught variant of GenAm 𐑐𐑦𐑪𐑯𐑴
piano,AV0,GenAm,𐑐𐑦𐑪𐑯𐑴,piˈɒnoʊ,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑦𐑨𐑯𐑴
piano,AV0,RSSB,𐑐𐑦𐑭𐑯𐑴,piˈɑːnoʊ,,,,,,wordnet,supplement,89,shave_says:𐑐𐑦𐑨𐑯𐑴
piano,AV0,RSSB,𐑐𐑦𐑭𐑯𐑴,piˈɑːnəʊ,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑦𐑨𐑯𐑴
piano,NN1,GenAm,𐑐𐑦𐑨𐑯𐑦,piˈænɪː,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑦𐑨𐑯𐑴
piano,NN1,GenAm,𐑐𐑦𐑨𐑯𐑩,piˈænə,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑦𐑨𐑯𐑴
piano,VVI,CotCaught,𐑐𐑦𐑷𐑯𐑴,piˈɒnoʊ,,,,,,wiktionary,supplement,89,cot-caught variant of GenAm 𐑐𐑦𐑪𐑯𐑴
piano,VVI,GenAm,𐑐𐑦𐑨𐑯𐑦,piˈænɪː,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑦𐑨𐑯𐑴
piano,VVI,GenAm,𐑐𐑦𐑨𐑯𐑩,piˈænə,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑦𐑨𐑯𐑴
piano,VVI,GenAm,𐑐𐑦𐑪𐑯𐑴,piˈɒnoʊ,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑦𐑨𐑯𐑴
piano,VVI,RSSB,𐑐𐑦𐑭𐑯𐑴,piˈɑːnəʊ,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑦𐑨𐑯𐑴
pianoforte,NN1,GenAm,𐑐𐑦𐑨𐑯𐑩𐑓𐑹𐑑,piˈænəfɔːRt,,,,,,wordnet,supplement,89,shave_says:𐑐𐑦𐑨𐑯𐑴𐑓𐑹𐑑𐑱
pianoforte,NN1,GenAm,𐑐𐑦𐑨𐑯𐑩𐑓𐑹𐑑,piˈænəfɔːRt,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑦𐑨𐑯𐑴𐑓𐑹𐑑𐑱
pianoforte,NN1,GenAm,𐑐𐑦𐑨𐑯𐑩𐑓𐑹𐑑𐑱,piˌænəˈfɔːRteɪ,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑦𐑨𐑯𐑴𐑓𐑹𐑑𐑱
pianoforte,NN1,GenAm,𐑐𐑦𐑨𐑯𐑩𐑓𐑹𐑑𐑦,piˌænəˈfɔːRti,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑦𐑨𐑯𐑴𐑓𐑹𐑑𐑱
pianoforte,NN1,RSSB,𐑐𐑦𐑨𐑯𐑴𐑓𐑹𐑑,piænəʊfɔːRt,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑦𐑨𐑯𐑴𐑓𐑹𐑑𐑱
piastre,NN1,CotCaught,𐑐𐑦𐑷𐑕𐑑𐑼,piˈɒstəR,,,,,,wiktionary,supplement,89,cot-caught variant of GenAm 𐑐𐑦𐑪𐑕𐑑𐑼
piastre,NN1,GenAm,𐑐𐑦𐑪𐑕𐑑𐑼,piˈɒstəR,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑦𐑨𐑕𐑑𐑼
piastre,NN1,RSSB,𐑐𐑦𐑭𐑕𐑑𐑼,piɑːstəR,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑦𐑨𐑕𐑑𐑼
piblokto,NN1,RSSB,𐑐𐑦𐑚𐑤𐑪𐑒𐑑𐑴,pɪˈblɒktəʊ,,,,,,wiktionary,new,89,shave_says:𐑐𐑲𐑚𐑤𐑪𐑒𐑑𐑴
Picard,AJ0,RSSB,𐑐𐑦𐑒𐑸𐑛,pɪkɑːrd,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑭𐑕𐑴 𐑥𐑪𐑔
Picard,NN1,RSSB,𐑐𐑦𐑒𐑸𐑛,pɪkɑːrd,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑭𐑕𐑴 𐑥𐑪𐑔
Picard,NP0,RSSB,𐑐𐑦𐑒𐑸𐑛,pɪkɑːrd,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑭𐑕𐑴 𐑥𐑪𐑔
picarian,AJ0,GenAm,𐑐𐑦𐑒𐑧𐑮𐑾𐑯,pɪˈkeriən,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑼𐑾𐑯
picarian,AJ0,RSSB,𐑐𐑦𐑒𐑺𐑾𐑯,pɪkeəriən,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑼𐑾𐑯
picarian,NN1,GenAm,𐑐𐑦𐑒𐑧𐑮𐑾𐑯,pɪˈkeriən,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑼𐑾𐑯
picarian,NN1,RSSB,𐑐𐑦𐑒𐑺𐑾𐑯,pɪkeəriən,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑼𐑾𐑯
Picasso,NP0,GenAm,𐑐𐑦𐑒𐑭𐑕𐑴,pɪˈkɑːsoʊ,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑑𐑤𐑩𐑯𐑛
Picasso,NP0,RSSB,𐑐𐑦𐑒𐑨𐑕𐑴,pɪˈkæsəʊ,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑩𐑛𐑦𐑤𐑦
Picasso moth,NN1,CotCaught,𐑐𐑦𐑒𐑭𐑕𐑴 𐑥𐑷𐑔,pɪˌkɑːsoʊ ˈmɒθ,,,,,,wiktionary,new,89,cot-caught variant of GenAm 𐑐𐑦𐑒𐑭𐑕𐑴 𐑥𐑪𐑔
Picasso moth,NN1,GenAm,𐑐𐑦𐑒𐑭𐑕𐑴 𐑥𐑪𐑔,pɪˌkɑːsoʊ ˈmɒθ,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑼𐑰𐑕
Picasso moth,NN1,RSSB,𐑐𐑦𐑒𐑨𐑕𐑴 𐑥𐑪𐑔,pɪˌkæsəʊ ˈmɒθ,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑖𐑩𐑯𐑼𐑦
picayune,AJ0,GenAm,𐑐𐑦𐑒𐑩𐑘𐑫𐑯,ˌpɪkəˈjun,,,,,,wordnet,new,89,shave_says:𐑐𐑦𐑒𐑩𐑿𐑯
picayune,AJ0,GenAm,𐑐𐑦𐑒𐑩𐑘𐑫𐑯,ˌpɪkəˈjun,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑩𐑿𐑯
picayune,AJ0,RSSB,𐑐𐑦𐑒𐑩𐑿𐑯,ˌpɪkəˈjuːn,,,,,,wordnet,new,97,shave_agrees
picayune,AJ0,RSSB,𐑐𐑦𐑒𐑩𐑿𐑯,ˌpɪkəˈjuːn,,,,,,wiktionary,new,97,shave_agrees
picayune,NN1,GenAm,𐑐𐑦𐑒𐑩𐑘𐑫𐑯,ˌpɪkəˈjun,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑩𐑿𐑯
picayune,NN1,RSSB,𐑐𐑦𐑒𐑩𐑿𐑯,ˌpɪkəˈjuːn,,,,,,wiktionary,new,97,shave_agrees
piccolo,NN1,CotCaught,𐑐𐑦𐑒𐑷𐑤𐑴,ˈpɪkoloʊ,,,,,,wordnet,supplement,89,cot-caught variant of GenAm 𐑐𐑦𐑒𐑪𐑤𐑴
piccolo,NN1,GenAm,𐑐𐑦𐑒𐑪𐑤𐑴,ˈpɪkoloʊ,,,,,,wordnet,supplement,89,shave_says:𐑐𐑦𐑒𐑩𐑤𐑴
piceous,AJ0,RRP,𐑐𐑦𐑕𐑾𐑕,ˈpɪsɪəs,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑾𐑕
piceous,AJ0,RSSB,𐑐𐑲𐑕𐑰𐑩𐑕,paɪˈsiːəs,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑾𐑕
pickaninny,AJ0,RSSB,𐑐𐑦𐑒𐑩𐑯𐑦𐑯𐑦,ˈpɪkənɪni,,,,,,wiktionary,new,97,shave_agrees
pickaninny,NN1,RSSB,𐑐𐑦𐑒𐑩𐑯𐑦𐑯𐑦,ˈpɪkənɪni,,,,,,wordnet,new,97,shave_agrees
pickaninny,NN1,RSSB,𐑐𐑦𐑒𐑩𐑯𐑦𐑯𐑦,ˈpɪkənɪni,,,,,,wiktionary,new,97,shave_agrees
pickelhaube,NN1,RSSB,𐑐𐑦𐑒𐑤𐑣𐑬𐑚𐑩,ˈpɪklhaʊbə,,,,,,wordnet,new,89,shave_says:𐑐𐑦𐑒𐑧𐑤𐑣𐑬𐑚𐑩
pickelhaube,NN1,RSSB,𐑐𐑦𐑒𐑩𐑤𐑣𐑬𐑚𐑩,ˈpɪkəlhaʊbə,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑧𐑤𐑣𐑬𐑚𐑩
pickerel,NN1,RSSB,𐑐𐑦𐑒𐑮𐑩𐑤,pɪkrəl,,,,,,wordnet,supplement,89,shave_says:𐑐𐑦𐑒𐑼𐑩𐑤
picket,NN1,RSSB,𐑐𐑦𐑒𐑦𐑑,ˈpɪkɪt,,,,,,wordnet,supplement,89,shave_says:𐑐𐑦𐑒𐑩𐑑
picket,VVI,RSSB,𐑐𐑦𐑒𐑦𐑑,ˈpɪkɪt,,,,,,wordnet,supplement,89,shave_says:𐑐𐑦𐑒𐑩𐑑
picket line,NN1,RRP,𐑐𐑦𐑒𐑦𐑑 𐑤𐑲𐑯,ˈpɪkɪt laɪn,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑩𐑑 𐑤𐑲𐑯
picky,AJ0,RSSB,𐑐𐑦𐑒𐑦,ˈpɪki,,,,,,wordnet,new,97,shave_agrees
pico de gallo,NN1,GenAm,𐑐𐑦𐑒𐑴𐑛𐑩𐑜𐑲𐑴,ˌpikoʊdəˈɡaɪoʊ,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑴 𐑛𐑩 𐑜𐑨𐑤𐑴
picosecond,NN1,RSSB,𐑐𐑰𐑒𐑴𐑕𐑧𐑒𐑩𐑯𐑛,ˈpiːkəʊˌsekənd,,,,,,wordnet,new,97,shave_agrees
picosecond,NN1,RSSB,𐑐𐑰𐑒𐑴𐑕𐑧𐑒𐑩𐑯𐑛,ˈpiːkəʊˌsekənd,,,,,,wiktionary,new,97,shave_agrees
Pictionary,NP0,GenAm,𐑐𐑦𐑒𐑖𐑩𐑯𐑧𐑮𐑦,ˈpɪkʃəneri,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑺
Pictionary,NP0,RSSB,𐑐𐑦𐑒𐑖𐑩𐑯𐑼𐑦,pɪkʃənəri,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑼𐑰𐑕
Pictland,NP0,RRP,𐑐𐑦𐑒𐑑𐑤𐑨𐑯𐑛,ˈpɪktland,,,,,,wiktionary,new,89,shave_says:𐑐𐑲𐑛 ·𐑐𐑲𐑐𐑼
Pictland,NP0,RRP,𐑐𐑦𐑒𐑑𐑤𐑩𐑯𐑛,ˈpɪktlənd,,,,,,wiktionary,new,89,shave_says:𐑐𐑲𐑛 ·𐑐𐑲𐑐𐑼
pictorial,AJ0,RSSB,𐑐𐑦𐑒𐑑𐑷𐑮𐑾𐑤,pɪktɔriəl,,,,,,wordnet,supplement,89,shave_says:𐑐𐑦𐑒𐑑𐑹𐑾𐑤
pictorial,NN1,RSSB,𐑐𐑦𐑒𐑑𐑷𐑮𐑾𐑤,pɪktɔriəl,,,,,,wordnet,supplement,89,shave_says:𐑐𐑦𐑒𐑑𐑹𐑾𐑤
pictural,AJ0,RSSB,𐑐𐑦𐑒𐑗𐑼𐑩𐑤,pɪktʃərəl,,,,,,wordnet,new,97,shave_agrees
picture,NN1,GenAm,𐑐𐑦𐑒𐑖𐑼,ˈpɪkʃəR,,,,,,wordnet,supplement,89,shave_says:𐑐𐑦𐑒𐑗𐑼
picture,VVI,GenAm,𐑐𐑦𐑒𐑖𐑼,ˈpɪkʃəR,,,,,,wordnet,supplement,89,shave_says:𐑐𐑦𐑒𐑗𐑼
picture-skew,AJ0,RSSB,𐑐𐑦𐑒𐑗𐑼𐑕𐑒𐑿,pɪktʃəRskjuː,,,,,,wiktionary,new,89,shave_says:𐑐𐑦𐑒𐑗𐑼-𐑕𐑒𐑿
picturesquely,AV0,RSSB,𐑐𐑦𐑒𐑑𐑘𐑩𐑼𐑧𐑕𐑒𐑤𐑦,pɪktjəəreskli,,,,,,wordnet,supplement,89,shave_says:𐑐𐑦𐑒𐑗𐑼𐑧𐑕𐑒𐑤𐑦
picturesquely,AV0,RSSB,𐑐𐑦𐑒𐑑𐑘𐑩𐑼𐑧𐑕𐑒𐑤𐑦,pɪktjəəreskli,,,,,,wiktionary,supplement,89,shave_says:𐑐𐑦𐑒𐑗𐑼𐑧𐑕𐑒𐑤𐑦
